id	name
IOH14047	ND
IOH14073	ND
IOH14078	GRK6
IOH14084	ND
IOH14086	ND
IOH14106	ND
IOH14123	ND
IOH14139	ERRFI1
IOH14150	ND
IOH14190	ND
IOH14191	
IOH14193	UHMK1
IOH14201	EDG1
IOH14208	ND
IOH14211	DGUOK
IOH14219	ND
IOH14225	ACP5
IOH14234	EDNRB
IOH14243	ND
IOH14244	ND
IOH14248	ND
IOH14265	RBKS
IOH14285	ND
IOH14295	ND
IOH14307	PXK
IOH14333	ND
IOH14345	ND
IOH14360	AK2
IOH14362	ND
IOH14377	ND
IOH14410	ND
IOH14420	N.D.
IOH14420	ND
IOH14442	ND
IOH14445	ND
IOH14446	CLIC2
IOH14451	ND
IOH14475	ND
IOH14511	ND
IOH14516	TRIML1
IOH14518	ND
IOH14561	ND
IOH14567	GNAI3
IOH14570	CAPN2
IOH14572	ND
IOH14575	RRAS
IOH14587	PPP1CC
IOH14590	P2RX7
IOH14591	HKDC1
IOH14604	GNAI2
IOH14614	ALPL
IOH14621	ND
IOH14632	ND
IOH14639	ND
IOH14670	TRIM5
IOH14672	ND
IOH14673	RAB9A
IOH14676	ND
IOH14690	ND
IOH14693	ND
IOH14694	ND
IOH14716	FLJ10986
IOH14727	HK2
IOH14733	ND
IOH14771	N.D.
IOH14771	ND
IOH14772	BTN2A2
IOH14775	BRSK2
IOH14778	ND
IOH14780	ND
IOH14797	RABL5
IOH14806	ND
IOH14821	ND
IOH14823	ND
IOH14843	ND
IOH14860	ND
IOH14868	CMPK
IOH14871	ND
IOH14878	ND
IOH1555	FXYD2
IOH1566	GCHFR
IOH1574	S100A6
IOH1589	S100A13
IOH1642	HIST1H2AK
IOH1655	FAU
IOH1673	CRABP2
IOH1683	RPS15
IOH1694	RPS13
IOH1702	RPL29
IOH1708	ARL2BP
IOH1725	MRPS25
IOH1740	RPL11
IOH1744	ARF5
IOH1745	STMN3
IOH1750	DDX17
IOH1753	ARL2
IOH1766	RPL18
IOH1768	NRAS
IOH1769	FREQ
IOH1778	CSRP1
IOH1779	CSRP2
IOH1782	FGF7
IOH1783	MRPS11
IOH1784	RPS7
IOH1786	MYL3
IOH1790	SERTAD3
IOH1793	MYL4
IOH1803	RPL13A
IOH1805	CRK
IOH1806	RPL15
IOH1809	EFNA1
IOH1817	RPS8
IOH1818	CLDN4
IOH1833	TM2D2
IOH1868	DHX9
IOH1870	CDC34
IOH1875	MRPS7
IOH1876	RPS3
IOH1877	SSPN
IOH1888	RPS6
IOH1898	RPL8
IOH1899	MRPS18B
IOH1900	CA2
IOH1903	CALB1
IOH1908	RPS4X
IOH1913	SCO2
IOH1920	ABT1
IOH1927	POLR2C
IOH1929	COX11
IOH1937	RAB40B
IOH1939	HAX1
IOH1951	RPL6
IOH1953	CA8
IOH1957	SGCG
IOH1960	FBXO6
IOH1962	CCND1
IOH1973	SLC25A20
IOH1987	TACR1
IOH2022	IRF1
IOH2052	TALDO1
IOH20961	PAK6
IOH20967	CAMK1G
IOH20968	RIOK3
IOH20970	DCLK1
IOH20971	PTPRR
IOH20983	ND
IOH20996	PTPRE
IOH21022	PIK3C3
IOH2103	FIBP
IOH21032	DUSP10
IOH21035	FES
IOH21059	CAMK1
IOH21081	N.D.
IOH21081	ND
IOH21091	STYXL1
IOH21097	PECI
IOH21098	IMPA1
IOH21104	ND
IOH21106	PLCD4
IOH21107	IRAK4
IOH21110	TOE1
IOH21114	STK17B
IOH21117	TYK2
IOH21127	MAPK12
IOH21129	NUAK2
IOH21130	N.D.
IOH21130	ND
IOH21132	CAMKV
IOH21134	RPS6KA2
IOH21137	ARAF
IOH21140	N.D.
IOH21140	ND
IOH21147	DUSP4
IOH21149	ND
IOH21151	TAOK3
IOH21152	FGR
IOH21155	OXSR1
IOH21295	FGFR2
IOH21299	DUSP26
IOH21301	N.D.
IOH21301	ND
IOH21333	ULK2
IOH2136	CDK9
IOH21413	N.D.
IOH21413	ND
IOH21442	ND
IOH21444	ND
IOH21477	ND
IOH21520	ND
IOH21561	ND
IOH21565	N.D.
IOH21565	ND
IOH2157	ND
IOH21594	ND
IOH21638	ND
IOH21663	
IOH21711	ND
IOH21713	ND
IOH21729	ND
IOH2173	DHODH
IOH21759	N.D.
IOH21759	ND
IOH21768	N.D.
IOH21768	ND
IOH21771	ZADH2
IOH21776	ND
IOH21792	N.D.
IOH21792	ND
IOH21827	N.D.
IOH21827	ND
IOH21829	ND
IOH21838	ND
IOH21839	ND
IOH21852	ND
IOH21860	ND
IOH21870	ND
IOH21878	ND
IOH21921	ND
IOH21926	ND
IOH2195	SERPINA6
IOH21958	ND
IOH22117	ND
IOH22121	ND
IOH22146	ND
IOH22172	N.D.
IOH22172	ND
IOH22178	HSD3B1
IOH22211	ND
IOH22212	ND
IOH22222	ND
IOH22225	ND
IOH22234	ND
IOH22235	ND
IOH22249	ND
IOH2225	STAMBP
IOH22256	ND
IOH22269	ND
IOH22270	ND
IOH2230	ACTL6B
IOH22316	ND
IOH22324	ADH1B
IOH2236	FBXL3
IOH22394	ND
IOH22401	ND
IOH22421	ND
IOH22429	N.D.
IOH22429	ND
IOH22459	ND
IOH22465	ND
IOH22468	ND
IOH22469	ND
IOH2249	CCNB1
IOH22492	ND
IOH22500	ND
IOH2253	ENO2
IOH22531	ND
IOH22542	N.D.
IOH22542	ND
IOH22551	ND
IOH22563	N.D.
IOH22563	ND
IOH22588	ND
IOH2260	ND
IOH22621	ND
IOH22628	ND
IOH22638	ND
IOH22647	ND
IOH22665	ND
IOH2268	ND
IOH22770	ND
IOH22802	ND
IOH22806	ND
IOH22807	ND
IOH2282	ND
IOH22823	N.D.
IOH22823	ND
IOH22827	N.D.
IOH22827	ND
IOH22846	ND
IOH22852	ND
IOH22856	N.D.
IOH22856	ND
IOH22858	N.D.
IOH22858	ND
IOH22889	ND
IOH22921	ND
IOH22940	ND
IOH22942	ND
IOH22949	ND
IOH22998	ND
IOH23010	ND
IOH23021	ND
IOH23023	ND
IOH23025	ND
IOH23031	ND
IOH23057	ND
IOH23065	ND
IOH23077	
IOH23125	ND
IOH23151	ND
IOH23152	ND
IOH23167	ND
IOH23168	IGKV1-5
IOH23169	ND
IOH23171	C16orf75
IOH23177	IGKV1-5
IOH23179	IGKC
IOH23180	ND
IOH23187	ND
IOH23195	ND
IOH23212	ND
IOH2323	KRT14
IOH2324	SELENBP1
IOH23287	ND
IOH2343	DOK1
IOH2398	KPNA4
IOH2412	DYRK2
IOH2453	CYBB
IOH2473	N.D.
IOH2473	ND
IOH2475	PAK4
IOH2504	PLS3
IOH25747	ND
IOH25824	ND
IOH25827	ND
IOH25837	ND
IOH25838	ND
IOH25840	ND
IOH25844	ND
IOH25850	ND
IOH25853	ND
IOH25886	N.D.
IOH25886	ND
IOH25895	ND
IOH25904	SHMT1
IOH25921	ND
IOH25927	ND
IOH25943	ND
IOH25956	ND
IOH26102	ND
IOH26105	ND
IOH26136	ND
IOH26140	ND
IOH26187	ND
IOH26205	ND
IOH26206	ND
IOH26231	ND
IOH26255	ND
IOH26287	ND
IOH26298	N.D.
IOH26298	ND
IOH26329	ND
IOH26335	ND
IOH26344	ND
IOH26386	ND
IOH26501	ND
IOH26510	ND
IOH26528	ND
IOH26656	ND
IOH26685	ND
IOH26705	ND
IOH26745	ND
IOH26766	ND
IOH26813	ND
IOH26822	ND
IOH26831	ND
IOH26844	ND
IOH26855	ND
IOH26893	ND
IOH26918	ND
IOH27033	ND
IOH27047	ND
IOH27067	ND
IOH27106	ND
IOH27109	ND
IOH27157	ND
IOH27159	ND
IOH27167	N.D.
IOH27167	ND
IOH27174	ND
IOH27184	ND
IOH27200	ND
IOH27241	N.D.
IOH27241	ND
IOH27269	ND
IOH27330	ND
IOH27352	ND
IOH27356	ND
IOH27367	N.D.
IOH27367	ND
IOH27375	ND
IOH27419	ND
IOH27443	ND
IOH27463	ND
IOH27506	ND
IOH27539	VASP
IOH27644	ND
IOH27691	ND
IOH27698	ND
IOH27728	ND
IOH27747	ND
IOH27762	ND
IOH27784	ND
IOH27795	ND
IOH27796	N.D.
IOH27796	ND
IOH27811	N.D.
IOH27811	ND
IOH27814	ND
IOH27840	ND
IOH27900	ALDH4A1
IOH28003	ND
IOH28052	ND
IOH28170	N.D.
IOH28170	ND
IOH28209	ND
IOH28215	ND
IOH28303	N.D.
IOH28303	ND
IOH28317	ND
IOH28342	ND
IOH28454	ND
IOH28547	ND
IOH28622	ND
IOH28739	ND
IOH28751	ND
IOH28771	ND
IOH28780	ND
IOH28797	ND
IOH28820	ND
IOH28826	N.D.
IOH28826	ND
IOH28846	ND
IOH2885	ND
IOH28881	ND
IOH28890	ND
IOH28910	ND
IOH28916	ND
IOH2893	ND
IOH28935	ND
IOH2894	ND
IOH28946	ND
IOH28958	N.D.
IOH28958	ND
IOH28959	ND
IOH2897	C14orf124
IOH28979	N.D.
IOH28979	ND
IOH2898	XPO5
IOH2899	LOC51035
IOH29009	ND
IOH2905	CIRBP
IOH29055	ND
IOH2906	AMD1
IOH29084	ND
IOH29099	ND
IOH2910	YWHAE
IOH29111	ND
IOH29129	ND
IOH29132	ND
IOH29139	ND
IOH2915	RPLP1
IOH29187	ND
IOH29240	ND
IOH2925	ND
IOH29256	ND
IOH29358	ND
IOH2937	HMGB1
IOH29373	ND
IOH29379	ND
IOH29454	ND
IOH2946	ND
IOH29487	ND
IOH29498	ND
IOH29573	ND
IOH2958	VPS8
IOH29595	ND
IOH2960	ND
IOH29604	ND
IOH29608	ND
IOH29621	ND
IOH29629	ND
IOH29632	ND
IOH29643	KCNAB2
IOH2969	ND
IOH2970	H1F0
IOH29704	ND
IOH2982	N.D.
IOH2982	ND
IOH2983	TTC1
IOH2984	
IOH29856	ND
IOH29877	N.D.
IOH29877	ND
IOH29878	ND
IOH2988	ATP5C1
IOH29892	N.D.
IOH29892	ND
IOH29906	N.D.
IOH29906	ND
IOH3002	TMEM33
IOH3006	DYNLT3
IOH3019	ND
IOH3039	PPIH
IOH3049	ND
IOH3059	ND
IOH3060	ND
IOH3070	TCEAL1
IOH3071	SLC30A5
IOH3086	TGIF1
IOH3108	ENOPH1
IOH3114	ND
IOH3138	ND
IOH3155	ND
IOH3192	SGK
IOH3204	ND
IOH3205	ND
IOH3215	ND
IOH3221	ND
IOH3234	N.D.
IOH3234	ND
IOH3236	ND
IOH3237	
IOH3242	ND
IOH3249	ND
IOH3260	ND
IOH3263	PLCB2
IOH3271	ND
IOH3272	DCTD
IOH3280	ATP6V1E2
IOH3282	ND
IOH3294	C5AR1
IOH3300	FADS2
IOH3301	ND
IOH3302	ND
IOH3304	APEX1
IOH3305	similar to GPCR
IOH3310	HLA-DRB3
IOH3315	ND
IOH3320	CCL5
IOH3326	C1QC
IOH3327	CHI3L1
IOH3329	PRPSAP1
IOH3330	GLOD4
IOH3338	RTDR1
IOH3342	ND
IOH3354	ND
IOH3356	RPL12
IOH3364	ND
IOH3366	C8orf43
IOH3370	ND
IOH3372	THRAP6
IOH3374	ND
IOH3379	ND
IOH3380	GAPDH
IOH3385	ND
IOH3386	C9orf46
IOH3388	PTPN11
IOH3397	ETHE1
IOH3398	ND
IOH3436	ND
IOH3438	ND
IOH3445	N.D.
IOH3445	ND
IOH3451	ND
IOH3453	ND
IOH3454	ND
IOH3457	ENSA
IOH3459	ND
IOH3460	MPP1
IOH34689	ND
IOH34775	ND
IOH3486	ND
IOH34894	ND
IOH34903	ND
IOH34952	ND
IOH3506	ND
IOH35127	ND
IOH35161	ND
IOH3534	ND
IOH35478	ND
IOH3548	ND
IOH3552	ND
IOH35526	ND
IOH35579	N.D.
IOH35579	ND
IOH35641	ND
IOH35723	ND
IOH35827	ND
IOH35835	N.D.
IOH35835	ND
IOH3595	KPNA1
IOH35990	ND
IOH36036	ND
IOH36042	ND
IOH36086	ND
IOH3609	DUSP11
IOH3617	ND
IOH3637	TMEM98
IOH3646	LDHB
IOH3647	PSME1
IOH36644	ND
IOH3665	RPL19
IOH36655	ND
IOH36673	ND
IOH36740	ND
IOH3681	BAT1
IOH3683	ARIH2
IOH3687	LAPTM4A
IOH3693	ND
IOH3705	ND
IOH3707	ND
IOH3708	PFKM
IOH3717	ND
IOH3725	N.D.
IOH3725	ND
IOH3749	ND
IOH3751	TNFAIP1
IOH3768	ND
IOH37726	ND
IOH37755	ND
IOH37807	ND
IOH37838	ND
IOH37849	ND
IOH37855	ND
IOH37862	ND
IOH37873	ND
IOH37886	ND
IOH3799	EIF3S6
IOH3815	CHP
IOH3817	ND
IOH38183	ND
IOH38202	ND
IOH3822	ND
IOH38400	ND
IOH3841	N.D.
IOH3841	ND
IOH3844	AKTIP
IOH38444	N.D.
IOH38444	ND
IOH3845	PIH1D1
IOH3848	ALG8
IOH3849	N.D.
IOH3849	ND
IOH3850	ZFYVE21
IOH3860	MPV17
IOH3861	LGALS1
IOH3862	TRPM8
IOH3864	RPS15A
IOH3867	ND
IOH3872	THOC5
IOH3873	ABLIM3
IOH3874	YWHAZ
IOH3881	AK1
IOH3882	SAE1
IOH3886	PLEKHJ1
IOH3889	MAPKAPK3
IOH3895	
IOH3903	ATP5E
IOH39063	ND
IOH3907	TMEM147
IOH3908	ITGB4BP
IOH39095	ND
IOH3910	CBARA1
IOH3912	RAP1GDS1
IOH3916	ND
IOH3918	RPL27
IOH3920	LGALS3
IOH3926	FGFBP1
IOH3930	IFI35
IOH3933	SCAMP2
IOH3935	CIAO1
IOH3937	TMEM14C
IOH3939	C9orf32
IOH39395	ND
IOH3941	ND
IOH39439	ND
IOH3944	CBR1
IOH39442	ND
IOH3948	IFIT3
IOH39488	ND
IOH3952	CCDC86
IOH3953	C1orf43
IOH3954	GIT2
IOH3955	YWHAB
IOH39566	ND
IOH3957	SEC22B
IOH3958	SAT1
IOH3959	C14orf122
IOH3961	ND
IOH3962	HRASLS3
IOH3967	TCF19
IOH3968	PHF23
IOH39681	ND
IOH3969	LOC51035
IOH3970	SERBP1
IOH3973	ND
IOH39801	ND
IOH39803	N.D.
IOH39803	ND
IOH39815	ND
IOH39817	N.D.
IOH39817	ND
IOH39825	ND
IOH39832	ND
IOH39863	ND
IOH39865	ND
IOH39885	N.D.
IOH39885	ND
IOH3989	PCK2
IOH39896	ND
IOH39908	ND
IOH39909	ND
IOH3991	POP7
IOH39922	ND
IOH39924	ND
IOH39928	ND
IOH39934	ND
IOH39948	ND
IOH39951	ND
IOH39959	ND
IOH39966	ND
IOH39971	ND
IOH39973	ND
IOH39983	ND
IOH39991	ND
IOH40006	ND
IOH40016	ND
IOH40021	ND
IOH40055	ND
IOH40060	ND
IOH40062	ND
IOH40072	ND
IOH40081	ND
IOH40085	ND
IOH40094	ND
IOH40097	ND
IOH40109	ND
IOH40112	ND
IOH40115	ND
IOH40119	ND
IOH4012	ND
IOH40123	ND
IOH40142	ND
IOH40143	ND
IOH40149	ND
IOH40153	ND
IOH40154	ND
IOH40156	ND
IOH40159	ND
IOH40168	ND
IOH40170	ND
IOH40176	ND
IOH40193	ND
IOH40224	ND
IOH40283	ND
IOH40317	ND
IOH4032	PHKG2
IOH4033	ND
IOH4040	PPP2R4
IOH40551	ND
IOH40581	ND
IOH40583	ND
IOH40590	ND
IOH40595	ND
IOH40605	ND
IOH40614	ND
IOH40617	ND
IOH40618	ND
IOH40620	ND
IOH40621	ND
IOH40669	ND
IOH4068	PSME3
IOH4069	RTN4
IOH40705	ND
IOH4071	MECR
IOH40730	ND
IOH4076	PIR
